cleaned_stopwords,Sentiment
চাইলাম পেলাম কি। অর্ডার দিলাম পাওয়ার ব্যাংক ডেলিভারি পেলাম কাঠের টুকরো। সেলাইয়ের কথা মিল নেই। ডেলিভারি সার্ভিস খুবই বাজে।,0
খুবই ভালো ফাস্ট সবচেয়ে বড় দুঃখের বিষয় ওটার ভালো মানের একটা কেবল দেয়নি দিলে আরো ভালো হতো,1
চার্জ সত্ত্বেও চার্জ মিনিট হয়েই বন্ধ হয়ে যায় বাট পার সাবধান,0
তারিখ অর্ডার তারিখ পেয়েছি। প্যাকেজিং ভালো ছিলো। QR কোড স্ক্যান দেখেছি অথেন্টিক প্রোডাক্ট। চার্জ mAh মোবাইল অবস্থায় চার্জ দেই। মোবাইল চার্জ পাওয়ার ব্যাংক চার্জ আসে। সেক্ষেত্রে ব্যাকআপ ঠিকই আছে। মাসের সমস্যা পেলে রিভিউতে উল্লেখ দিবো।,1
বিল্ট কোয়ালিটি ডিজাইন সবকিছু ভালো লেগেছে। ব্যাটারি ব্যাকআপ হতাশ হয়েছি। সাড়ে এমএইচ ব্যাটারির মোবাইল চার্জ এসেছে। বাকিগুলো বললাম না। বুঝে শুনে দেখেন।,2
ওয়েটটা একটু বেশি। এম্পিয়ার পেয়েছি আলহামদুলিল্লাহ ভালোই।,1
ইউএসবি দুইটা পোর্ট ভালো নষ্ট মাল ধরিয়ে দেয়া হইছে,0
প্যাকেজিং সুন্দর ছিলো। প্রোডাক্ট একদম ঠিকঠাক ছিলো ফার্স্ট ডেলিভারি দিয়েছে সময় নিয়েছে মাত্র। কুপন বিকাশ ক্যাশব্যাক মিলিয়ে টাকা পড়েছে যেটা দারাজ ছাড়া কোথাও সম্ভব দেশে। রিকমেন্ডেড।,1
ভালো মানের পাওয়ার ব্যাংক। আপনারা পারেন।,1
এক কথাই অসাধারণ pawer bank দেরিতে পাইছি আলহামদুল্লিাহ ভালো পাইছি । কথাই সবুড়ে মেওয়া দেরিতে পাইলেও ভালো pawer bank পাইছি ।আমি অনেকবার অর্ডার করছি এইরকম ভালো কখনো পাই । দুইদিন রিবিউ দিলাম । ভালো চার্জজিং ব্যাকআপ পাচ্ছি । iPhone iPhone চার্জ যায় । আপনারা চোখ বন্ধ অর্ডার দিয়ে ইনশাল্লাহ ভালো Pawer bank টাই পাবেন । ধন্যবাদ দারাজকে এতো ভালো পন্যটি দেওয়ার,1
তিন ব্যাবহার দেখলাম। ভাল।সেলার দ্রুত রেসপন্স করেছে। দিনে ডেলিভারি পেলাম। Just Awesome,1
